Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",324,Guinea,G,CON_USD_M,8.37819,64.84692,15.37611,31.4897,28.9771,26.5544,21.58551,20.59193,19.04405,15.84838,11.16749,9.78538,6.41423,29.73902,9.77939,13.33859,9.44216,21.10128,30.60617,31.56201,11.3103,39.58471
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",624,Guinea-Bissau,G,CON_USD_M,0.4752,0.52441,3.64425,6.92415,4.12665,2.66248,2.4843,3.5239,3.00604,3.93833,2.21712,5.50398,6.58808,5.23039,2.91593,3.87831,6.09967,5.32913,3.66161,5.73151,2.34382,3.73308
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",328,Guyana,G,CON_USD_M,41.34048,,6.47247,13.79884,7.03449,8.0355,11.25057,7.06295,6.87181,13.31993,17.47846,9.68292,14.2697,7.47668,17.3799,3.13849,0.83627,0.2371,10.54982,5.06476,2.60732,0.3259
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",332,Haiti,G,CON_USD_M,0.96028,4.66621,3.58927,3.59542,3.52627,6.38625,7.40643,8.58117,16.43721,116.85776,42.54818,35.23392,44.09462,32.20141,67.49854,50.00648,42.54245,39.21508,50.53412,44.97923,32.04399,65.64847
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",340,Honduras,G,CON_USD_M,128.03422,12.49527,16.61909,27.34397,28.10134,32.77849,24.14793,27.74208,26.5643,36.66022,67.96429,43.83415,29.80145,27.6304,21.54682,34.29539,14.50221,11.54599,10.88211,47.23869,67.97762,27.19179
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",356,India,G,CON_USD_M,195.56952,391.82607,242.25061,188.9761,237.42674,418.04245,356.92575,301.58594,367.72737,305.2077,465.09884,493.21585,461.75111,471.69882,499.23225,483.57269,580.0708,691.46845,623.74876,392.72613,309.70905,420.22784
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",360,Indonesia,G,CON_USD_M,93.90351,296.56834,51.9277,56.24674,72.02258,98.69296,209.78409,202.61373,199.89293,249.13572,285.70956,292.59442,233.42595,205.91731,142.3082,134.28437,129.16544,116.91998,125.03657,134.75798,185.41446,204.17156
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",364,Iran (Islamic Republic of),G,CON_USD_M,62.16287,,19.0411,9.53019,6.93489,2.16409,3.34644,2.58781,2.16703,1.46236,1.11527,1.15698,1.17151,2.23043,2.13406,1.19651,2.38289,1.36298,0.97848,2.58853,1.15859,3.48711
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",368,Iraq,G,CON_USD_M,1.96469,0.78778,1.65878,25.37043,94.91297,1230.25612,875.26587,633.95506,216.47988,152.38728,191.13256,72.41313,75.73382,103.2179,150.15815,203.83226,151.56879,221.8707,92.27779,90.9825,68.59898,83.80115
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",388,Jamaica,G,CON_USD_M,23.05622,1.63393,5.28627,11.47837,5.47331,5.24857,8.04168,2.84475,17.60664,11.38978,14.80796,2.39097,1.17002,0.90739,0.32906,1.0692,0.15952,0.60454,0.66282,0.40543,0.3986,0.04754
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",400,Jordan,G,CON_USD_M,196.05688,118.74241,64.01991,103.60041,118.25387,173.27547,134.28554,126.94511,94.90842,158.93181,115.75225,105.0833,129.25847,143.40136,264.85168,391.35121,502.87426,585.79883,344.58465,329.19392,386.98192,182.04348
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",398,Kazakhstan,G,CON_USD_M,8.25204,36.54864,0.20102,18.31646,12.66445,7.02425,22.21162,1.16815,48.79029,50.07117,20.94674,4.40815,0.93271,0.19512,0.02429,0.19135,0.23615,0.82013,0.78732,1.18941,0.66226,0.38389
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",404,Kenya,G,CON_USD_M,21.81074,39.54919,26.14031,28.23085,43.32614,51.6582,61.6119,105.28949,120.47721,120.35747,171.04357,172.29021,189.91995,196.97814,204.82161,172.6261,220.51499,244.27347,295.32058,217.18882,206.88589,247.10028
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",296,Kiribati,G,CON_USD_M,,0.6701,1.87987,0.29147,,0.00648,0.03484,0.00039,,0.00012,0.14399,8.71942,2.02602,6.28509,5.51744,7.249,3.95399,11.22588,5.07354,5.48837,5.37515,10.91987
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",412,Kosovo,G,CON_USD_M,,,,,,,,,,7.98528,13.43226,20.76769,30.83423,19.51265,27.60246,28.13813,33.91144,16.07067,12.92531,22.80711,12.70817,20.31534
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",417,Kyrgyzstan,G,CON_USD_M,15.50894,32.26127,10.33485,8.00413,9.94216,14.92457,15.03436,12.24962,7.77498,15.2772,12.01984,28.00301,18.78513,17.7204,28.59631,24.40121,44.40083,13.28792,9.03748,16.06977,25.82068,70.45783
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",432,Landlocked developing countries (LLDCs),G,CON_USD_M,988.6429,1065.91151,488.46922,659.54693,696.44821,957.42852,949.58222,968.90737,1062.66744,1283.01771,1383.66153,1595.38207,1785.00455,1811.01686,1889.22858,1848.20265,2207.07274,2229.2773,2213.66123,2344.51389,2089.80259,1905.47997
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",418,Lao People's Democratic Republic,G,CON_USD_M,41.70612,38.09583,12.45481,19.93425,15.06358,10.14177,7.7163,13.31595,23.1238,32.56709,28.80721,33.47153,27.91726,29.70499,58.29058,114.82594,33.84397,63.68578,72.8445,81.91394,77.00888,75.44963
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",419,Latin America and the Caribbean,G,CON_USD_M,1065.18044,366.64924,197.88718,250.98112,271.96367,425.13534,441.51316,514.5813,597.85687,879.13025,813.40239,927.45886,745.54678,584.55147,849.32292,582.59234,813.5252,760.51612,728.90342,636.37515,548.18045,561.06522
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",199,Least Developed Countries (LDCs),G,CON_USD_M,1224.3418,1641.78991,750.97282,969.81532,1010.83637,1378.1046,1327.49487,1593.0381,1777.35774,2107.34268,2280.19188,2426.43456,2650.44664,2889.84271,2882.32923,2929.05037,3072.44095,3090.55435,3456.4944,3755.94533,3085.32944,3028.10623
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",422,Lebanon,G,CON_USD_M,2.37318,54.63977,3.30435,8.37774,7.79164,7.4215,16.11264,9.99702,64.32376,50.3666,54.2017,67.75319,112.62303,80.05349,103.67914,118.21747,127.95972,111.84881,187.26499,131.65623,127.96256,81.44365
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",426,Lesotho,G,CON_USD_M,4.97724,6.51253,4.18144,10.36431,6.85829,7.56017,5.56473,9.37358,18.5094,25.45586,41.17978,57.52948,83.71949,110.91249,35.06441,22.98445,17.25009,12.44973,11.02815,8.96735,10.54164,12.54777
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",430,Liberia,G,CON_USD_M,0.05367,,0.24752,0.00237,0.36495,0.9505,0.48228,0.6484,4.77761,9.11967,8.40942,4.83806,10.46404,22.92814,16.3936,42.61933,120.68484,90.89705,50.41979,27.98573,25.83532,14.86739
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",434,Libya,G,CON_USD_M,,,,,,0.01212,0.00764,0.00692,0.00663,0.00646,,0.23336,0.4435,,,,0.00127,2.47765,0.30488,1.93308,0.01048,1.432
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",450,Madagascar,G,CON_USD_M,20.0356,30.93895,12.11716,21.22126,24.62204,28.11745,15.40834,14.10388,18.71494,15.00122,13.99109,27.43559,26.78867,30.83569,29.96573,19.00115,18.82545,30.47089,25.63714,46.92609,53.31237,28.50091
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",454,Malawi,G,CON_USD_M,28.36405,9.32378,38.82305,36.57394,20.01718,18.08141,14.50557,27.45772,22.71102,21.07287,26.6496,37.95183,78.45009,102.12606,109.96184,66.78792,69.45058,114.3158,90.46279,93.62102,94.65621,80.63069
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",458,Malaysia,G,CON_USD_M,543.18268,0.03904,4.83086,3.44848,41.09149,20.75191,177.08349,85.10396,87.56712,94.48575,58.39508,117.23791,135.42635,114.67881,67.88801,70.92053,21.95507,1.76095,2.40474,28.7713,0.60469,0.57739
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",462,Maldives,G,CON_USD_M,,0.64352,0.2382,0.00149,0.02378,,0.91133,2.75476,0.61208,1.48896,2.17959,11.74161,4.62542,7.28295,4.94107,8.19829,3.98954,7.01279,25.0891,8.61422,14.51925,25.75091
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",466,Mali,G,CON_USD_M,127.41316,18.37038,41.34684,36.46852,40.76701,59.34519,64.77985,71.39565,67.85146,103.81855,134.24746,181.04314,116.36858,112.56563,149.03839,88.44515,174.41435,158.64818,161.5478,135.73389,124.95856,98.98572
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",584,Marshall Islands,G,CON_USD_M,,,,0.00164,0.01477,0.00869,0.17783,0.02831,,0.05645,0.17617,0.46058,1.23999,0.63412,1.05555,1.11675,0.61736,2.16108,2.03012,2.17744,3.84016,1.07046
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",478,Mauritania,G,CON_USD_M,1.98371,7.52801,8.05704,17.40594,11.0416,7.87873,11.62828,13.1179,142.67849,100.0669,88.61635,43.95243,58.07445,23.74155,27.8486,64.45438,46.84699,66.64034,69.89979,96.36994,63.70174,26.96711
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",480,Mauritius,G,CON_USD_M,7.2393,12.57158,26.17581,12.90937,24.38046,12.28154,16.15576,12.93592,9.14635,1.01932,0.49812,3.09482,20.67468,17.73996,0.38311,5.77703,13.53308,0.15826,0.40158,3.29535,9.05477,2.65134
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",175,Mayotte,G,CON_USD_M,1.16003,,0.13417,0.14397,0.00509,0.04016,,1.93852,0.41869,1.6097,,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",54,Melanesia,G,CON_USD_M,16.80188,51.19225,10.42702,4.18828,7.50475,3.92703,6.27815,7.84188,15.42236,7.0738,23.71357,16.73559,20.66734,25.07422,23.19708,22.29602,49.30155,45.81135,54.45729,71.88412,50.92004,54.87825
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",484,Mexico,G,CON_USD_M,184.06068,2.06596,4.34168,28.50404,37.42219,134.11865,121.10151,29.60039,21.70475,11.21066,31.63521,5.07291,5.75375,29.70275,288.02174,17.69582,144.28279,15.04613,1.57788,2.56135,1.53981,2.34639
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",57,Micronesia,G,CON_USD_M,,0.6701,1.87987,0.31689,0.01477,0.28098,1.41886,0.91847,0.68283,0.40412,0.78827,13.49975,3.79749,9.68774,9.01092,17.42249,14.8105,19.98302,14.44113,16.56328,14.58325,14.89928
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",583,Micronesia (Federated States of),G,CON_USD_M,,,,0.00164,,,0.05971,0.00274,,0.01362,0.14197,0.4194,0.17234,2.07123,1.77486,1.96898,0.70938,1.04753,0.22531,1.59529,1.73757,1.54547
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",17,Middle Africa,G,CON_USD_M,83.15025,29.58553,67.34477,61.51486,61.59622,80.35712,78.3508,103.77109,135.50668,138.34238,203.60996,224.69385,260.99264,369.75576,378.80451,374.34852,411.11801,419.95588,390.10612,363.82082,259.62486,317.53243
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",496,Mongolia,G,CON_USD_M,0.33091,1.85472,4.59036,5.52955,5.89986,8.09317,11.81185,14.67867,12.14294,14.01192,25.825,31.95053,36.34231,25.8219,18.69655,8.37787,7.45585,11.47113,26.0465,25.65623,34.58787,29.87893
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",499,Montenegro,G,CON_USD_M,,,,,0.46935,1.46576,1.58372,2.83588,10.9554,8.67663,12.74961,19.5367,44.70605,20.8641,31.2616,17.44273,14.84844,11.35596,28.3102,9.72421,15.68381,9.87917
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",500,Montserrat,G,CON_USD_M,0.51034,0.30359,0.53997,0.9663,0.23764,0.00766,,0.98973,1.34476,0.10172,,,,,,,,0.24677,0.04844,0.00782,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",504,Morocco,G,CON_USD_M,248.69135,266.6523,48.93243,63.86501,88.63514,144.63683,214.05527,114.7106,164.0767,144.24848,170.8916,207.99516,273.01674,178.73266,303.61493,411.92798,271.81863,168.71495,173.40769,249.89184,297.60575,234.94214
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",508,Mozambique,G,CON_USD_M,59.66291,58.17264,60.22418,62.06421,60.63097,127.50332,75.93107,91.19571,94.84573,101.7429,99.95801,120.46388,167.9647,230.50612,144.34173,155.35918,152.59679,114.48521,127.51153,125.66812,140.54799,140.77034
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",104,Myanmar,G,CON_USD_M,1.58949,6.58524,6.13571,7.39176,2.21922,0.97663,1.51978,2.56075,4.3538,7.88596,21.95194,13.00489,8.93376,27.17617,33.94307,82.9078,91.76746,76.18503,117.74223,144.57729,98.46444,42.44403
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",516,Namibia,G,CON_USD_M,2.91059,17.30198,3.00077,6.46207,9.32138,2.52134,5.02876,6.60816,11.73328,12.74474,15.16729,57.69883,17.99935,16.81838,13.1483,2.94954,11.33071,6.07169,5.64028,2.4596,1.48316,2.80306
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",520,Nauru,G,CON_USD_M,,,,,,0.00648,,0.00274,0.1627,0.12007,0.16902,0.22275,0.17984,0.24018,0.08426,5.66019,2.06076,0.1133,0.06611,0.18028,,0.01235
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",524,Nepal,G,CON_USD_M,66.04427,322.71498,49.5304,95.84952,54.34189,56.66097,53.66513,28.94647,51.39744,62.19167,81.27588,89.09361,117.36716,89.32038,94.59058,116.72599,138.40301,187.90293,146.16738,156.08143,160.69836,185.18838
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",558,Nicaragua,G,CON_USD_M,79.07915,39.79092,31.33027,21.88478,24.31053,26.35431,18.0102,35.84446,40.79567,119.22155,53.88448,41.68132,45.16418,50.91525,40.55932,50.03986,40.33309,33.04884,66.26437,71.67629,66.16474,53.99342
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",562,Niger,G,CON_USD_M,72.10832,113.34534,23.2374,38.44214,62.53494,60.72305,58.16165,34.11646,45.11577,44.86397,43.22579,37.40467,34.3145,50.13864,59.35256,77.62088,69.74839,84.60187,89.07753,173.27324,214.64006,153.70227
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",566,Nigeria,G,CON_USD_M,55.86272,96.20259,11.92422,11.8977,24.35463,43.74526,63.97131,90.70401,114.13174,108.23188,117.27311,111.90144,129.92891,144.88643,177.69676,220.27694,213.82799,161.02342,230.03609,212.52535,140.02918,110.35172
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",570,Niue,G,CON_USD_M,,,0.1092,,0.10609,0.51395,,0.02036,0.03363,0.11711,0.38777,0.14088,0.23206,0.11725,,,0.00848,0.02647,,0.01097,0.00897,0.00596
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",807,North Macedonia,G,CON_USD_M,58.96844,30.97069,11.2248,21.15247,17.34133,20.33284,28.05351,26.65909,28.50627,30.63201,27.51156,8.52798,13.34968,20.2631,34.15066,13.86685,20.97798,17.63625,18.85182,12.51114,15.63832,26.23059
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",15,Northern Africa,G,CON_USD_M,459.73725,571.01946,278.0284,233.37015,461.37592,441.45728,501.14293,370.4829,473.75332,557.64697,570.34971,645.38718,639.12887,465.14436,686.72922,1021.33884,794.48432,556.54867,854.89742,830.41816,1034.3961,730.23143
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",9,Oceania,G,CON_USD_M,28.11511,55.35243,19.69874,8.42204,12.07195,11.03366,13.64103,14.00187,27.6675,20.54908,42.8245,57.89243,37.56697,46.69159,51.7782,70.42479,93.33446,89.46426,98.26124,100.10643,70.45174,75.04213
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",921,ODA residual,G,CON_USD_M,131.58314,182.20014,189.72921,205.47565,215.34501,282.5461,298.13992,395.03448,871.77441,513.59891,611.96736,594.44959,561.62067,648.47398,608.60057,749.21603,645.50375,635.36957,743.07162,612.77766,551.54695,601.03869
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",512,Oman,G,CON_USD_M,0.02784,0.01868,0.03783,0.04815,0.02098,0.0347,0.10878,0.17395,,0.41121,0.25449,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",586,Pakistan,G,CON_USD_M,16.62643,33.10266,108.24953,45.01669,56.07175,47.03321,104.82792,118.45445,65.96802,78.99047,85.75087,115.32433,187.54821,251.32054,259.28944,310.20913,192.97623,328.24008,235.35781,192.57303,174.3849,195.97914
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",585,Palau,G,CON_USD_M,,,,0.02213,,0.25934,1.14648,0.88429,0.52013,0.21386,0.15712,3.67761,0.17931,0.45711,0.57882,1.42756,7.46902,5.43523,7.04604,7.12191,3.63037,1.35114
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",591,Panama,G,CON_USD_M,1.52381,7.42012,0.27799,2.14936,0.0264,3.45773,2.71769,0.43364,3.85095,29.46601,87.2962,67.99062,15.65303,11.69252,2.49969,1.29841,1.52667,5.22987,19.41552,21.71296,3.17431,17.49533
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",598,Papua New Guinea,G,CON_USD_M,13.9758,50.94964,10.08332,3.31808,6.94333,2.39217,3.97867,3.54663,4.83476,1.31342,14.58867,7.52924,11.22183,2.3789,5.45735,6.81803,37.51493,29.36625,35.15355,29.05212,18.56084,21.43551
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",600,Paraguay,G,CON_USD_M,0.6529,0.00842,0.38953,0.39129,0.20619,0.75292,0.63693,0.69815,2.90818,14.53067,8.1574,4.67032,8.98997,11.28563,3.92215,3.49252,18.87306,9.35896,18.20644,31.68588,22.90306,15.89214
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",604,Peru,G,CON_USD_M,323.15283,8.52869,19.34983,36.76719,38.53377,44.50823,57.62618,210.85632,157.05328,110.11547,205.07432,216.45501,61.12969,55.40276,57.79775,72.52505,45.46686,61.88032,77.97398,51.96354,17.6953,18.27055
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",608,Philippines,G,CON_USD_M,22.39182,74.45165,20.11286,26.89856,29.65999,26.05831,30.23449,67.20292,101.2829,45.58392,48.25649,26.22256,15.25263,22.79695,25.47217,29.01843,21.64511,24.08792,116.41747,94.88587,27.6247,45.94453
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",61,Polynesia,G,CON_USD_M,11.31323,3.49008,7.39185,3.91688,4.55243,6.82565,5.94403,5.24152,11.5623,13.07117,18.32266,27.65709,13.10214,11.92963,19.5702,30.70629,29.22241,23.6699,29.36281,11.65904,4.94846,5.2646
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",498,Republic of Moldova,G,CON_USD_M,0.43778,,4.24252,2.78684,1.47713,2.80384,6.32683,9.35653,4.32571,30.49932,19.93076,12.00618,33.35858,36.36848,32.41033,70.59524,11.44512,21.23014,12.83046,9.23707,26.65157,6.86979
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",646,Rwanda,G,CON_USD_M,42.1481,12.78868,7.02077,6.60752,21.73352,28.75106,33.93029,56.32224,44.69971,25.49688,42.07224,45.46664,36.03965,43.32324,36.13004,40.71138,71.66607,63.81178,50.03215,51.88442,48.06168,31.02364
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",654,Saint Helena,G,CON_USD_M,3.0582,0.25675,0.80165,0.42339,1.00327,0.23564,0.24311,0.23394,,0.32838,0.27053,,,,,,,0.15219,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",659,Saint Kitts and Nevis,G,CON_USD_M,,0.13249,0.05044,,,,,,,0.01234,0.01997,0.01645,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",662,Saint Lucia,G,CON_USD_M,0.4522,8.70499,8.21235,1.93445,0.59437,0.67118,3.99534,1.24403,1.54428,0.02396,0.06539,0.11736,0.03479,0.02607,0.29248,0.30756,0.62753,0.56806,2.07323,0.2236,0.3744,0.41456
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",670,Saint Vincent and the Grenadines,G,CON_USD_M,,,1.79149,3.31344,1.70325,1.3693,1.24995,0.60668,0.40296,,0.01832,,0.04127,0.01734,0.01044,0.01566,0.03484,0.02904,,0.08228,1.91588,6.30746
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",882,Samoa,G,CON_USD_M,0.27188,,5.70858,2.95707,1.4395,1.81202,3.88966,2.39162,9.45403,9.30035,16.24599,21.06707,8.41602,3.15621,15.374,21.14291,19.8692,16.07494,20.48823,8.45138,0.86,0.74535
