"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Level/Status","Observation Status","Reporting Type","Units","2017","2020","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","440","Lithuania","_T","A","G","PERCENT","62","62","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","442","Luxembourg","_T","A","G","PERCENT","92","90","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","450","Madagascar","_T","A","G","PERCENT","63","63","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","454","Malawi","_T","A","G","PERCENT","42","43","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","458","Malaysia","_T","A","G","PERCENT","47","58","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","462","Maldives","_T","A","G","PERCENT","29","31","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","466","Mali","_T","A","G","PERCENT","59","56","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","470","Malta","_T","A","G","PERCENT","76","88","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","584","Marshall Islands","_T","A","G","PERCENT","45","50","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","478","Mauritania","_T","A","G","PERCENT","33","33","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","480","Mauritius","_T","A","G","PERCENT","60","63","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","54","Melanesia","_T","A","G","PERCENT","23","32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","484","Mexico","_T","A","G","PERCENT","53","43","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","57","Micronesia","_T","A","G","PERCENT","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","583","Micronesia (Federated States of)","_T","A","G","PERCENT","33","46","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","17","Middle Africa","_T","A","G","PERCENT","29","38","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","492","Monaco","_T","A","G","PERCENT","81","88","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","496","Mongolia","_T","A","G","PERCENT","42","43","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","499","Montenegro","_T","A","G","PERCENT","40","38","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","504","Morocco","_T","A","G","PERCENT","64","66","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","508","Mozambique","_T","A","G","PERCENT","42","54","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","104","Myanmar","_T","A","G","PERCENT","27","36","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","516","Namibia","_T","A","G","PERCENT","59","50","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","524","Nepal","_T","A","G","PERCENT","27","36","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","528","Netherlands (Kingdom of the)","_T","A","G","PERCENT","88","87","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","554","New Zealand","_T","A","G","PERCENT","59","64","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","558","Nicaragua","_T","A","G","PERCENT","","31","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","562","Niger","_T","A","G","PERCENT","51","56","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","566","Nigeria","_T","A","G","PERCENT","34","41","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","807","North Macedonia","_T","A","G","PERCENT","27","43","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","15","Northern Africa","_T","A","G","PERCENT","50","53","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","747","Northern Africa and Western Asia","_T","A","G","PERCENT","59","61","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","21","Northern America","_T","A","G","PERCENT","","74","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","154","Northern Europe","_T","A","G","PERCENT","77","79","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","578","Norway","_T","A","G","PERCENT","64","66","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","9","Oceania","_T","A","G","PERCENT","40","49","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","543","Oceania (exc. Australia and New Zealand)","_T","A","G","PERCENT","23","32","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","512","Oman","_T","A","G","PERCENT","57","86","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","586","Pakistan","_T","A","G","PERCENT","41","49","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","585","Palau","_T","A","G","PERCENT","","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","591","Panama","_T","A","G","PERCENT","42","30","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","598","Papua New Guinea","_T","A","G","PERCENT","20","30","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","600","Paraguay","_T","A","G","PERCENT","38","26","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","604","Peru","_T","A","G","PERCENT","34","42","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","608","Philippines","_T","A","G","PERCENT","52","60","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","616","Poland","_T","A","G","PERCENT","40","72","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","620","Portugal","_T","A","G","PERCENT","78","78","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","634","Qatar","_T","A","G","PERCENT","89","90","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","410","Republic of Korea","_T","A","G","PERCENT","80","83","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","498","Republic of Moldova","_T","A","G","PERCENT","31","46","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","642","Romania","_T","A","G","PERCENT","84","82","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","643","Russian Federation","_T","A","G","PERCENT","84","87","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","646","Rwanda","_T","A","G","PERCENT","33","66","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","659","Saint Kitts and Nevis","_T","A","G","PERCENT","33","33","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","662","Saint Lucia","_T","A","G","PERCENT","44","45","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","670","Saint Vincent and the Grenadines","_T","A","G","PERCENT","","48","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","882","Samoa","_T","A","G","PERCENT","70","74","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","674","San Marino","_T","A","G","PERCENT","68","68","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","678","Sao Tome and Principe","_T","A","G","PERCENT","25","35","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","682","Saudi Arabia","_T","A","G","PERCENT","71","71","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","686","Senegal","_T","A","G","PERCENT","49","56","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","688","Serbia","_T","A","G","PERCENT","37","42","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","690","Seychelles","_T","A","G","PERCENT","58","56","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","694","Sierra Leone","_T","A","G","PERCENT","20","32","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","702","Singapore","_T","A","G","PERCENT","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","703","Slovakia","_T","A","G","PERCENT","66","62","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","705","Slovenia","_T","A","G","PERCENT","62","81","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","722","Small island developing States (SIDS)","_T","A","G","PERCENT","29","36","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","90","Solomon Islands","_T","A","G","PERCENT","30","35","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","706","Somalia","_T","A","G","PERCENT","11","26","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","710","South Africa","_T","A","G","PERCENT","66","71","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","5","South America","_T","A","G","PERCENT","40","55","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","728","South Sudan","_T","A","G","PERCENT","33","42","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","35","South-Eastern Asia","_T","A","G","PERCENT","46","54","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","18","Southern Africa","_T","A","G","PERCENT","60","59","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","34","Southern Asia","_T","A","G","PERCENT","51","50","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","39","Southern Europe","_T","A","G","PERCENT","71","78","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","724","Spain","_T","A","G","PERCENT","90","90","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","144","Sri Lanka","_T","A","G","PERCENT","26","40","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","275","State of Palestine","_T","A","G","PERCENT","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","202","Sub-Saharan Africa","_T","A","G","PERCENT","38","44","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","729","Sudan","_T","A","G","PERCENT","44","36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","740","Suriname","_T","A","G","PERCENT","23","33","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","752","Sweden","_T","A","G","PERCENT","87","87","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","756","Switzerland","_T","A","G","PERCENT","81","81","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","760","Syrian Arab Republic","_T","A","G","PERCENT","","50","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","762","Tajikistan","_T","A","G","PERCENT","","48","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","764","Thailand","_T","A","G","PERCENT","","41","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","626","Timor-Leste","_T","A","G","PERCENT","21","21","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","768","Togo","_T","A","G","PERCENT","36","32","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","776","Tonga","_T","A","G","PERCENT","38","49","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","780","Trinidad and Tobago","_T","A","G","PERCENT","33","40","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","788","Tunisia","_T","A","G","PERCENT","58","58","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","792","Türkiye","_T","A","G","PERCENT","70","73","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","795","Turkmenistan","_T","A","G","PERCENT","","63","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","798","Tuvalu","_T","A","G","PERCENT","45","38","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","800","Uganda","_T","A","G","PERCENT","62","60","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","804","Ukraine","_T","A","G","PERCENT","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","784","United Arab Emirates","_T","A","G","PERCENT","71","73","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","826","United Kingdom of Great Britain and Northern Ireland","_T","A","G","PERCENT","76","76","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","834","United Republic of Tanzania","_T","A","G","PERCENT","40","46","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","840","United States of America","_T","A","G","PERCENT","","78","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","858","Uruguay","_T","A","G","PERCENT","","36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","860","Uzbekistan","_T","A","G","PERCENT","56","60","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","548","Vanuatu","_T","A","G","PERCENT","38","49","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","704","Viet Nam","_T","A","G","PERCENT","36","44","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","11","Western Africa","_T","A","G","PERCENT","43","47","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","145","Western Asia","_T","A","G","PERCENT","62","65","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","155","Western Europe","_T","A","G","PERCENT","93","94","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","1","World","_T","A","G","PERCENT","51","55","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","887","Yemen","_T","A","G","PERCENT","36","36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","894","Zambia","_T","A","G","PERCENT","36","49","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_MI","Degree of integrated water resources management implementation, management instruments (%)","716","Zimbabwe","_T","A","G","PERCENT","54","56","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
